route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613136,"Inbound",0,965149,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613137,"Inbound",0,965194,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613138,"Inbound",0,965129,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613139,"Inbound",0,965123,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613140,"Inbound",0,965185,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613141,"Inbound",0,965210,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613142,"Inbound",0,965130,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613143,"Inbound",0,965123,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613144,"Inbound",0,965169,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613145,"Inbound",0,965210,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613146,"Inbound",0,965147,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613147,"Inbound",0,965123,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613148,"Inbound",0,965131,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613149,"Inbound",0,965210,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613150,"Inbound",0,965135,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613151,"Inbound",0,965123,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613152,"Inbound",0,965130,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613153,"Inbound",0,965210,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613154,"Inbound",0,965202,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613155,"Inbound",0,965210,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613156,"Inbound",0,965131,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613157,"Inbound",0,965141,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613158,"Inbound",0,965147,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613159,"Inbound",0,965171,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613160,"Inbound",0,965174,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613161,"Inbound",0,965171,20217
14,TRYON-Weekday-1-BUS-26-06-1111100-,5613162,"Inbound",0,965131,140070
2,TRYON-Weekday-1-BUS-26-06-1111100-,5613163,"Inbound",0,965171,20217
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613164,"Outbound",1,965133,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613165,"Outbound",1,965150,190182
24,TRYON-Weekday-1-BUS-26-06-1111100-,5613166,"Outbound",1,965148,240118
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613167,"Outbound",1,965122,170128
24,TRYON-Weekday-1-BUS-26-06-1111100-,5613168,"Inbound",0,965157,240117
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613169,"Outbound",1,965153,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613170,"Outbound",1,965146,190178
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613171,"Outbound",1,965134,170128
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613172,"Outbound",1,965170,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613173,"Outbound",1,965159,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613174,"Outbound",1,965125,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613175,"Outbound",1,965132,200122
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613176,"Outbound",1,965209,190178
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613177,"Outbound",1,965161,170128
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613178,"Outbound",1,965138,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613179,"Outbound",1,965140,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613180,"Outbound",1,965177,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613181,"Outbound",1,965133,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613182,"East",0,965209,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613183,"Outbound",1,965152,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613184,"Outbound",1,965143,170128
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613185,"East",0,965189,280042
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613186,"Outbound",1,965145,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613187,"Outbound",1,965178,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613188,"Outbound",1,965184,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613189,"Outbound",1,965125,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613190,"East",0,965209,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613191,"Outbound",1,965190,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613192,"Outbound",1,965186,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613193,"Outbound",1,965196,190178
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613194,"East",0,965196,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613195,"Outbound",1,965130,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613196,"Outbound",1,965188,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613197,"Outbound",1,965128,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613198,"Outbound",1,965159,200122
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613199,"Outbound",1,965131,170128
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613200,"East",0,965209,280042
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613201,"Outbound",1,965143,190178
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613202,"Outbound",1,965136,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613203,"Outbound",1,965149,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613204,"Outbound",1,965189,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613205,"Outbound",1,965142,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613206,"East",0,965196,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613207,"Outbound",1,965170,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613208,"Outbound",1,965137,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613209,"Outbound",1,965186,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613210,"Outbound",1,965144,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613211,"Outbound",1,965130,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613212,"Outbound",1,965128,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613213,"East",0,965164,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613214,"Outbound",1,965132,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613215,"Outbound",1,965152,170128
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613216,"East",0,965182,280042
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613217,"Outbound",1,965129,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613218,"Outbound",1,965190,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613219,"Outbound",1,965127,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613220,"Outbound",1,965146,200122
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613221,"Outbound",1,965181,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613222,"Outbound",1,965120,170128
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613223,"East",0,965164,280042
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613224,"Outbound",1,965137,190178
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613225,"Outbound",1,965153,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613226,"Outbound",1,965133,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613227,"Outbound",1,965175,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613228,"Outbound",1,965141,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613229,"East",0,965182,280042
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613230,"East",0,965164,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613231,"Outbound",1,965168,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613232,"Outbound",1,965184,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613233,"Outbound",1,965132,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613234,"Outbound",1,965140,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613235,"Outbound",1,965150,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613236,"Outbound",1,965143,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613237,"East",0,965132,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613238,"Outbound",1,965145,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613239,"Outbound",1,965200,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613240,"Outbound",1,965120,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613241,"Outbound",1,965153,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613242,"Outbound",1,965129,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613243,"Outbound",1,965191,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613244,"East",0,965209,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613245,"Outbound",1,965201,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613246,"Outbound",1,965206,170128
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613247,"East",0,965174,280042
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613248,"Outbound",1,965208,190178
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613249,"Outbound",1,965128,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613250,"Outbound",1,965202,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613251,"Outbound",1,965188,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613252,"Outbound",1,965140,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613253,"East",0,965209,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613254,"Outbound",1,965173,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613255,"Outbound",1,965145,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613256,"Outbound",1,965121,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613257,"Outbound",1,965191,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613258,"Outbound",1,965147,170128
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613259,"Outbound",1,965142,200122
28,TRYON-Weekday-1-BUS-26-06-1111100-,5613260,"East",0,965121,280042
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613261,"Outbound",1,965152,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613262,"Outbound",1,965136,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613263,"Outbound",1,965131,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613264,"Outbound",1,965128,190182
20,TRYON-Weekday-1-BUS-26-06-1111100-,5613265,"Outbound",1,965190,200122
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613266,"Outbound",1,965179,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613267,"Outbound",1,965174,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613268,"Outbound",1,965169,190178
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613269,"Outbound",1,965159,180075
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613270,"Outbound",1,965177,190182
18,TRYON-Weekday-1-BUS-26-06-1111100-,5613271,"Outbound",1,965200,180075
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613272,"Outbound",1,965163,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613273,"Outbound",1,965208,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613274,"Outbound",1,965205,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613275,"Outbound",1,965131,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613276,"Outbound",1,965130,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613277,"Outbound",1,965201,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613278,"Outbound",1,965128,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613279,"Outbound",1,965186,190178
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613280,"Outbound",1,965126,190182
17,TRYON-Weekday-1-BUS-26-06-1111100-,5613281,"Outbound",1,965202,170128
19,TRYON-Weekday-1-BUS-26-06-1111100-,5613282,"Outbound",1,965163,190178
